fixture_id,family,split,candidate_id,mutation,label,accepted,classification_matches_label,state_changed,rejected_state_unchanged,reason_codes
H-CFG-08,approval_gated_configuration,heldout,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-CFG-08,approval_gated_configuration,heldout,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-CFG-08,approval_gated_configuration,heldout,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-COMM-01,approval_gated_communication,heldout_family,valid_golden,none,valid,True,True,True,True,
H-COMM-01,approval_gated_communication,heldout_family,valid_metamorphic_reorder,collection_reorder,valid,True,True,True,True,
H-COMM-01,approval_gated_communication,heldout_family,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_field_or_target_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_field_or_target_mismatch;stale_live_state
H-COMM-01,approval_gated_communication,heldout_family,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_field_or_target_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,patch_evidence_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-COMM-01,approval_gated_communication,heldout_family,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-COMM-02,approval_gated_communication,heldout_family,valid_golden,none,valid,True,True,False,True,
H-COMM-02,approval_gated_communication,heldout_family,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-COMM-02,approval_gated_communication,heldout_family,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-COMM-02,approval_gated_communication,heldout_family,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_immutable_state_corrupted,immutable_state_corrupted,invalid,False,True,False,True,preserved_state_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_gate_attestation_flip,gate_attestation_flip,invalid,False,True,False,True,gate_attestation_mismatch
H-COMM-02,approval_gated_communication,heldout_family,invalid_next_action_changed,next_action_changed,invalid,False,True,False,True,next_action_mismatch
H-COMM-03,approval_gated_communication,heldout_family,valid_golden,none,valid,True,True,False,True,
H-COMM-03,approval_gated_communication,heldout_family,valid_metamorphic_reorder,collection_reorder,valid,True,True,False,True,
H-COMM-03,approval_gated_communication,heldout_family,invalid_missing_required_field,missing_required_field,invalid,False,True,False,True,next_action_mismatch;top_level_field_set_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_task_identity_mismatch,task_identity_mismatch,invalid,False,True,False,True,task_identity_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_decision_flip,decision_flip,invalid,False,True,False,True,decision_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_unauthorized_write,unauthorized_write,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_wrong_from_state,wrong_from_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch;stale_live_state
H-COMM-03,approval_gated_communication,heldout_family,invalid_wrong_target_state,wrong_target_state,invalid,False,True,False,True,patch_count_mismatch;patch_field_or_target_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_evidence_mismatch,evidence_mismatch,invalid,False,True,False,True,decision_evidence_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_unknown_state_dropped,unknown_state_dropped,invalid,False,True,False,True,unknown_state_mismatch
H-COMM-03,approval_gated_communication,heldout_family,invalid_forbidden_boundary_changed,forbidden_boundary_changed,invalid,False,True,False,True,forbidden_inferences_mismatch
